START 10 0

IMPORT tile-castle.dat

BACKGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
017 017 017 017 017 017 017 017 017 017 017 017 018 018 017 017 #  0
018 017 017 017 017 017 017 017 017 017 017 017 017 018 018 017 #  1
018 017 017 017 017 017 017 017 018 017 017 017 017 017 017 017 #  2
017 017 017 017 018 018 017 017 017 017 017 017 017 017 017 017 #  3
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  4
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  5
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  6
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  7
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  8
018 018 018 018 018 017 017 017 017 017 017 017 017 018 018 017 #  9
018 018 018 018 018 017 017 017 018 018 017 017 018 018 018 017 # 10
017 017 017 018 018 017 017 017 017 017 017 017 017 017 017 017 # 11

FOREGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
008 008 008 008 008 008 008 008 008 008 008 010 000 000 011 001 #  0
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 006 #  1
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 006 #  2
009 000 000 000 000 000 000 000 000 000 000 000 000 000 000 006 #  3
001 009 000 000 000 000 000 000 000 000 000 000 000 000 000 006 #  4
019 001 009 000 000 000 000 000 000 000 000 000 000 000 000 006 #  5
019 019 001 009 000 000 000 000 000 000 000 000 000 000 000 006 #  6
019 019 019 001 009 000 000 000 000 000 000 000 000 000 000 006 #  7
008 008 008 008 008 009 000 000 000 000 000 000 000 000 000 006 #  8
000 000 000 000 000 006 009 000 000 000 000 000 000 000 000 006 #  9
000 000 000 000 000 006 001 009 000 000 000 000 000 000 000 006 # 10
007 007 009 000 000 006 019 001 007 007 007 007 007 007 007 001 # 11

EXIT DOWN 3
EXIT DOWN 4
