START 10 15

DIRECTION UP
FACING LEFT

IMPORT tile-castle.dat
IMPORT texture-colored-3.dat

BACKGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
017 017 017 017 017 017 017 017 017 017 018 017 017 017 017 017 #  0
017 017 017 017 017 017 017 017 017 017 018 017 017 017 017 017 #  1
017 017 017 017 017 017 017 017 017 017 018 017 017 017 017 017 #  2
017 017 017 017 017 017 017 017 017 017 018 017 017 017 017 017 #  3
017 017 017 017 017 017 017 017 018 017 018 017 017 017 017 017 #  4
017 017 017 017 017 017 017 017 017 017 018 017 017 017 017 017 #  5
017 017 017 017 017 017 017 017 017 017 018 017 017 017 017 017 #  6
017 017 017 017 017 017 017 017 017 000 018 017 017 017 017 017 #  7
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  8
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  9
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 # 10
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 # 11

FOREGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
001 001 001 001 001 001 001 001 001 001 000 001 001 001 001 001 #  0
000 001 000 000 001 000 001 000 001 019 000 019 001 000 001 001 #  1
000 001 000 000 001 000 001 000 001 019 000 019 001 000 001 001 #  2
001 001 001 001 001 001 001 001 001 001 000 001 001 001 001 004 #  3
001 000 000 001 001 000 000 001 001 001 000 001 001 001 001 001 #  4
001 001 001 001 001 001 001 001 001 001 000 019 001 001 001 001 #  5
019 001 001 001 001 001 001 001 019 001 000 001 001 004 001 001 #  6
000 000 000 000 000 000 001 001 001 001 000 019 001 004 001 001 #  7
000 000 000 000 001 000 001 001 001 000 000 000 001 001 001 001 #  8
019 001 001 000 001 000 001 001 001 000 000 000 001 000 000 000 #  9
001 000 001 001 001 000 000 000 000 000 000 000 000 000 000 000 # 10
001 000 001 001 001 000 000 000 000 000 000 000 000 000 000 000 # 11

BLOCKS
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
000 000 000 000 000 000 000 000 000 000 -01 000 000 000 000 000 #  0
000 000 000 000 000 000 000 000 000 000 -01 000 000 000 000 000 #  1
000 000 000 000 000 000 000 000 000 000 -01 000 000 000 000 000 #  2
000 000 000 000 000 000 000 000 000 000 -01 000 000 000 000 000 #  3
000 000 000 000 000 000 000 000 000 000 -01 000 000 000 000 000 #  4
000 000 000 000 000 000 000 000 000 000 -01 000 000 000 000 000 #  5
000 000 000 000 000 000 000 000 000 000 -01 000 000 000 000 000 #  6
000 000 000 000 000 000 000 000 000 000 -01 000 000 000 000 000 #  7
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  8
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  9
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 # 10
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 # 11

EXIT LEFT 7
EXIT LEFT 8

ENEMY BLOCKER 7 0 0 -1
ENEMY BLOCKER 8 0 0 -1

ENEMY LEFTRIGHT 8 9 -30 -1
ENEMY LEFTRIGHT 9 10 -30 -1

ENEMY LEFTRIGHT 4 1 -30 -1
ENEMY LEFTRIGHT 4 6 -30 -1

ENEMY UPDOWN 1 0 -30 -1
ENEMY UPDOWN 2 5 -30 -1
ENEMY UPDOWN 1 7 -30 -1
ENEMY UPDOWN 2 13 -30 -1
ENEMY UPDOWN 10 1 -30 -1

ENEMY DIAGONAL 1 2 -30 -1
