START 7 5

DIRECTION U

IMPORT tiles-castle.dat
IMPORT textures-colored.dat

BACKGROUND
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

FOREGROUND
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 01 01 01 01 01 01 01 01 01 01 00 00 00
00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00
00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00
00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00
00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00
00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00
00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00
00 00 00 01 01 01 01 01 01 01 01 01 01 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

BLOCKS
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 -1 -1 -1 -1 -1 -1 -1 -1 00 00 00 00
00 00 00 00 -1 -1 -1 -1 -1 -1 -1 -1 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
