START 8 0

IMPORT tile-bricks.dat
IMPORT texture-colored-3.dat

BACKGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
017 017 017 017 017 017 017 017 017 017 017 017 018 018 017 017 #  0
017 017 017 017 017 017 017 017 017 017 017 017 017 018 017 017 #  1
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  2
017 017 017 018 017 017 017 017 017 017 017 017 017 017 018 017 #  3
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  4
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  5
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  6
018 018 018 017 017 017 017 017 017 017 017 017 017 017 017 017 #  7
018 018 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  8
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  9
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 # 10
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 # 11

FOREGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
001 001 001 001 001 001 001 001 001 001 001 005 000 000 006 001 #  0
001 001 001 001 001 001 001 001 001 001 001 005 000 000 006 001 #  1
001 001 001 008 008 008 008 008 008 008 008 010 000 000 011 001 #  2
001 001 005 000 000 000 000 000 000 000 000 000 000 000 000 006 #  3
001 001 005 000 000 000 000 000 000 000 000 000 000 000 000 006 #  4
001 001 005 000 000 000 000 000 000 000 000 000 000 000 000 006 #  5
008 008 010 000 000 000 000 000 000 000 000 000 000 000 000 006 #  6
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 006 #  7
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 006 #  8
007 007 007 007 007 007 007 007 007 007 007 007 007 007 007 001 #  9
001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 # 10
001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 # 11

BLOCKS
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  0
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  1
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  2
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  3
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  4
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  5
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  6
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  7
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  8
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  9
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 # 10
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 # 11

EXIT UP 12
EXIT UP 13

ENEMY DIAGONAL 7 3 30 -1

ENEMY BLOCKER 0 12 0 -1
ENEMY BLOCKER 0 13 0 -1
