TITLE Let's clean up!

START 40 40

IMPORT tiles-castle.dat
IMPORT textures-colored.dat

BACKGROUND
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 02 02 02 02 02 02 02 02 02 02 02 02 02 02 00
00 02 02 02 02 02 02 02 02 02 02 02 02 02 02 00
00 02 02 02 02 02 02 02 02 02 02 02 02 02 02 00
00 02 02 02 02 02 02 02 02 02 02 02 02 02 02 00
00 02 02 02 02 02 02 02 02 02 02 02 02 02 02 00
00 02 02 02 02 02 02 02 02 02 02 02 02 02 02 00
00 02 02 02 02 02 02 02 02 02 02 02 02 02 02 00
00 02 02 02 02 02 02 02 02 02 02 02 02 02 02 00
00 02 02 02 02 02 02 02 02 02 02 02 02 02 02 00
00 02 02 02 02 02 02 02 02 02 02 02 02 02 02 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

FOREGROUND
01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01
01 00 00 00 00 01 01 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 01 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 01
01 00 00 00 01 00 00 00 00 00 00 00 00 00 00 01
01 00 00 01 01 00 00 00 00 00 00 00 00 00 00 01
01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01

BLOCKS
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 -1 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 -1 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 -1 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 -1 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 -1 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 -1 00
00 00 00 00 00 00 00 00 00 00 00 00 00 -1 -1 00
00 00 00 00 00 00 00 00 00 00 00 00 00 -1 -1 00
00 00 00 00 00 00 00 00 00 00 00 00 -1 -1 -1 00
00 00 00 00 00 00 00 00 00 00 00 -1 -1 -1 -1 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

ENEMY LEFTRIGHT 9 11 30 -1
ENEMY UPDOWN 3 12 30 -1
ENEMY DIAGONAL 10 9 20 -1
