START 7 4

IMPORT tiles-castle.dat
IMPORT textures-colored.dat

BACKGROUND
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02
02 02 02 03 02 02 02 02 02 02 02 02 02 02 02 02
02 02 02 02 02 02 02 02 02 03 02 02 02 02 02 02
02 02 02 02 02 02 02 02 03 02 02 02 02 02 02 02
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02
02 02 02 02 02 02 02 02 02 02 02 02 02 02 03 03
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 03
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02

FOREGROUND
01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01
01 01 07 07 07 07 07 07 07 07 07 07 01 01 01 01
01 04 00 00 00 00 00 00 00 00 00 00 05 01 01 01
01 04 00 00 00 00 00 00 00 00 00 00 05 01 01 01
01 04 00 00 00 00 00 00 00 00 00 00 05 01 01 01
01 04 00 00 00 00 00 00 00 00 00 00 05 01 01 01
01 04 00 00 00 00 00 00 00 00 00 00 05 01 01 01
01 04 00 00 00 00 00 00 00 00 00 00 10 07 07 07
01 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01 04 00 00 00 00 00 00 00 00 00 00 00 00 00 00
01 01 06 06 06 06 06 06 06 06 06 06 06 06 06 06
01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01

BLOCKS
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00
00 00 00 00 00 00 00 00 00 00 01 01 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

EXIT RIGHT 8
EXIT RIGHT 9

ENEMY BLOCKER 8 12 0 -1
ENEMY BLOCKER 9 12 0 -1
