START 8 1

IMPORT tiles-castle.dat
IMPORT textures-colored.dat

BACKGROUND
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02
02 02 02 02 02 02 02 02 02 02 02 02 02 03 03 03
02 02 02 02 03 02 02 02 02 02 02 02 02 02 03 03
02 02 02 02 03 02 02 02 02 02 02 02 02 02 02 02
02 02 02 02 02 03 02 02 02 02 02 02 02 02 02 02
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02
03 03 03 02 02 02 02 02 02 02 02 02 02 02 02 02
03 03 02 02 02 03 02 02 02 03 02 02 02 02 02 02
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02
02 02 02 02 02 02 02 02 02 02 02 02 02 02 02 02

FOREGROUND
01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01
01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01
01 01 01 01 07 07 07 07 07 07 07 07 07 07 07 07
01 01 01 04 00 00 00 00 00 00 00 00 00 00 00 00
01 01 01 04 00 00 00 00 00 00 00 00 00 00 00 00
01 01 01 04 00 00 00 00 00 00 00 00 11 01 01 01
01 01 01 04 00 00 00 00 00 00 00 00 05 01 01 01
07 07 07 09 00 00 00 00 00 00 00 00 05 01 01 01
00 00 00 00 00 00 00 00 00 00 00 00 05 01 01 01
00 00 00 00 00 00 00 00 00 00 00 00 05 01 01 01
06 06 06 06 06 06 06 06 06 06 06 06 01 01 01 01
01 01 01 01 01 01 01 01 01 01 01 01 01 01 01 01

BLOCKS
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 01 02 00 00 00 00
00 00 00 00 00 00 00 00 00 00 02 01 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 02 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 01 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

EXIT RIGHT 3
EXIT RIGHT 4

ENEMY BLOCKER 3 12 0 -1
ENEMY BLOCKER 4 12 0 -1
