START 1 3

IMPORT tile-castle.dat
IMPORT texture-colored-3.dat

BACKGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
017 017 017 018 018 017 017 017 017 017 017 017 017 017 017 017 #  0
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  1
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  2
017 017 017 017 017 017 017 017 017 017 017 017 018 018 017 017 #  3
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  4
017 017 017 017 017 018 018 017 017 017 017 017 017 017 017 017 #  5
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  6
017 017 017 017 017 017 017 017 018 018 018 017 017 017 017 017 #  7
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  8
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  9
017 018 017 017 017 017 017 017 017 017 017 017 017 017 017 017 # 10
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 # 11

FOREGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
001 008 010 000 000 011 008 008 008 008 008 008 008 008 008 001 #  0
005 000 000 000 000 000 000 000 000 000 000 000 000 000 000 011 #  1
005 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  2
005 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  3
005 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  4
005 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  5
005 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  6
005 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  7
005 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  8
005 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  9
005 000 000 000 000 000 000 000 000 000 000 000 000 000 000 012 # 10
001 007 007 007 007 007 007 007 007 007 007 007 007 007 007 001 # 11

BLOCKS
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  0
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  1
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  2
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  3
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  4
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  5
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  6
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  7
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  8
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 #  9
000 000 000 000 000 000 000 000 000 000 000 000 -01 -01 -01 000 # 10
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 # 11

EXIT RIGHT 2
EXIT RIGHT 3
EXIT RIGHT 4
EXIT RIGHT 5
EXIT RIGHT 6
EXIT RIGHT 7
EXIT RIGHT 8
EXIT RIGHT 9

ENEMY BLOCKER 2 15 0 -1
ENEMY BLOCKER 3 15 0 -1
ENEMY BLOCKER 4 15 0 -1
ENEMY BLOCKER 5 15 0 -1
ENEMY BLOCKER 6 15 0 -1
ENEMY BLOCKER 7 15 0 -1
ENEMY BLOCKER 8 15 0 -1
ENEMY BLOCKER 9 15 0 -1

ENEMY DIAGONAL 9 5 30 -1
