START 4 1

DIRECTION DOWN

IMPORT tile-bricks.dat
IMPORT texture-colored-3.dat

BACKGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  0
000 000 000 000 017 017 017 017 017 017 017 017 000 000 000 000 #  1
017 017 017 017 017 018 017 017 017 018 018 017 000 000 000 000 #  2
018 017 017 017 017 017 017 017 017 017 017 017 000 000 000 000 #  3
018 017 017 017 017 017 017 017 017 017 017 017 000 000 000 000 #  4
018 017 017 017 017 017 017 017 017 017 017 017 000 000 000 000 #  5
017 017 017 017 017 017 017 017 017 017 017 017 000 000 000 000 #  6
000 000 000 000 017 017 017 017 017 017 017 017 017 017 017 017 #  7
000 000 000 000 017 017 017 017 017 017 017 017 017 018 018 018 #  8
000 000 000 000 017 018 017 017 017 017 017 017 017 017 017 018 #  9
000 000 000 000 017 017 017 017 017 017 017 017 017 017 017 017 # 10
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 # 11

FOREGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 #  0
001 001 001 001 001 008 008 008 008 008 008 001 001 001 001 001 #  1
008 008 008 008 010 000 000 000 000 000 000 006 001 001 001 001 #  2
000 000 000 000 000 000 000 000 000 000 000 006 001 001 001 001 #  3
000 000 000 000 000 000 000 000 000 000 000 006 001 001 001 001 #  4
000 000 000 000 000 000 000 000 000 000 000 006 001 001 001 001 #  5
007 007 007 007 009 000 000 000 000 000 000 006 001 001 001 001 #  6
001 001 001 001 005 000 000 000 000 000 000 011 008 008 008 008 #  7
001 001 001 001 005 000 000 000 000 000 000 000 000 000 000 000 #  8
001 001 001 001 005 000 000 000 000 000 000 000 000 000 000 000 #  9
001 001 001 001 001 007 007 007 007 007 007 007 007 007 007 007 # 10
001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 001 # 11

BLOCKS
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  0
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  1
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  2
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  3
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  4
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  5
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  6
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  7
000 000 000 000 000 -01 -01 -01 -01 -01 -01 000 000 000 000 000 #  8
000 000 000 000 000 -01 -01 -01 -01 -01 -01 000 000 000 000 000 #  9
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 # 10
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 # 11

EXIT RIGHT 8
EXIT RIGHT 9

ENEMY BLOCKER 8 15 0 -1
ENEMY BLOCKER 9 15 0 -1

ENEMY LEFTRIGHT 6 10 30 -1
