START 4 5

IMPORT tiles-castle.dat
IMPORT textures-colored.dat

BACKGROUND
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 02 02 02 02 02 02 02 02 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

FOREGROUND
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 01 01 01 01 01 01 01 01 01 01 00 00 00
00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00
00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00
00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00
00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00
00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00
00 00 00 01 00 00 00 00 00 00 00 00 01 00 00 00
00 00 00 01 01 01 01 01 01 01 01 01 01 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00

BLOCKS
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 01 02 00 00 00 00
00 00 00 00 00 00 00 00 00 00 02 01 00 00 00 00
00 00 00 00 00 00 00 00 00 00 01 02 00 00 00 00
00 00 00 00 00 00 00 00 00 00 02 01 00 00 00 00
00 00 00 00 00 00 00 00 00 00 01 02 00 00 00 00
00 00 00 00 00 00 00 00 00 00 02 01 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
