START 3 14

DIRECTION UP
FACING LEFT

IMPORT tile-castle.dat
IMPORT texture-colored-3.dat

BACKGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  0
017 017 017 018 018 017 017 017 017 017 017 018 018 017 017 017 #  1
017 017 017 018 018 017 017 017 017 017 017 018 018 017 017 017 #  2
017 017 017 018 017 017 017 017 017 017 017 017 017 017 017 017 #  3
017 017 017 018 017 017 017 017 017 017 017 017 017 017 017 017 #  4
017 017 017 018 017 017 017 017 017 017 017 017 018 017 017 017 #  5
017 017 017 018 017 017 017 017 017 017 017 017 018 017 017 017 #  6
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  7
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  8
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 #  9
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 # 10
017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 017 # 11

FOREGROUND
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
019 019 001 001 001 001 001 000 000 001 001 001 001 001 019 019 #  0
019 019 001 000 000 000 000 000 000 000 000 000 000 001 019 019 #  1
019 019 001 000 000 001 001 001 001 001 001 000 000 001 019 019 #  2
019 019 001 000 000 000 000 000 000 000 000 000 000 000 000 000 #  3
019 019 001 000 000 001 000 000 000 000 001 000 000 000 000 000 #  4
019 019 001 000 000 000 000 000 000 000 000 000 000 001 019 019 #  5
019 019 001 000 000 001 001 001 001 001 001 000 000 001 019 019 #  6
019 019 001 000 000 000 000 000 000 000 000 000 000 001 019 019 #  7
019 019 001 001 001 001 001 001 001 001 001 001 001 001 019 019 #  8
019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 #  9
019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 # 10
019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 019 # 11

BLOCKS
# 0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15
#################################################################
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  0
000 000 000 -01 -01 000 000 000 000 000 000 -01 -01 000 000 000 #  1
000 000 000 -01 -01 000 000 000 000 000 000 -01 -01 000 000 000 #  2
000 000 000 -01 000 000 000 000 000 000 000 000 000 000 000 000 #  3
000 000 000 -01 000 000 000 000 000 000 000 000 000 000 000 000 #  4
000 000 000 -01 000 000 000 000 000 000 000 000 -01 000 000 000 #  5
000 000 000 -01 000 000 000 000 000 000 000 000 -01 000 000 000 #  6
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  7
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  8
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 #  9
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 # 10
000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 000 # 11


EXIT UP 7
EXIT UP 8

ENEMY BLOCKER 0 7 0 -1
ENEMY BLOCKER 0 8 0 -1

ENEMY LEFTRIGHT 5 4 -30 -1

